proteinA_entrezid,proteinB_entrezid,databases
192666,286887,intact|hiunion
7529,7942,bioplex
54033,100534012,hiunion
1109,8644,bioplex|inweb
4627,64283,intact
2495,2859,mint|intact
7422,7423,instruct|APID|HIPPIE|intact|litbm17|bioplex|HINT-complex
3932,9047,PhosphoSP|KinomeNetX|HINT-binary|inweb|HINT-complex
10126,57159,instruct|hiunion|APID|biogrid|HINT-binary|intact
1876,6015,pina|inweb|HINT-complex
51213,386678,HINT-binary|APID|intact|instruct
23677,163590,bioplex
3476,8027,CoFrac
26268,54438,bioplex|HIPPIE
8036,22808,inweb|HIPPIE|HINT-complex
2232,4817,bioplex
1727,10406,intact|hiunion
602,2959,inweb
8890,23632,bioplex|HIPPIE
5460,23528,inweb
6168,10514,HIPPIE|bioplex|CoFrac
57187,114049,CoFrac
5601,23633,signalink
8702,56650,bioplex|HIPPIE
1022,11140,inweb|HIPPIE|HINT-complex
952,3932,inweb|HIPPIE
7532,51339,inweb
1857,59349,instruct|hiunion|APID|biogrid|HINT-binary|intact|inweb|pina
1080,1080,interactome3d|instruct|HINT-binary|insider|HINT-complex
6233,7706,inweb|HIPPIE|HINT-complex
4582,133022,hiunion
51027,51218,HINT-binary|HIPPIE|HINT-complex
5252,5252,instruct
3188,8985,qubic
7314,10247,bioplex
2033,8837,innatedb
1499,9051,signalink
26064,399687,qubic
7975,55660,encode
5879,84231,bioplex
351,80820,innatedb
5970,10514,inweb
6426,8550,KinomeNetX
1488,93986,instruct|hiunion|APID|biogrid|HINT-binary|intact
23594,222229,bioplex|HIPPIE
114571,347734,bioplex
6138,51776,qubic
4170,5300,innatedb|inweb
7566,158399,bioplex
7572,11161,instruct|APID|biogrid|HINT-binary|intact|pina
51421,83746,intact|hiunion
6635,26121,bioplex
817,3297,KinomeNetX
9978,54101,HIPPIE|HINT-complex
2332,6138,qubic
80233,100885850,hiunion
3178,4691,inweb
5127,5573,PhosphoSP
983,6883,qubic
5092,22982,pina|APID|biogrid|instruct
4654,9611,inweb
580,9135,intact|hiunion
6310,8557,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|pina
5140,55156,signalink
135228,375519,bioplex
4628,5590,PhosphoSP|KinomeNetX
302,6187,biogrid
1111,7532,inweb|HIPPIE
4751,10848,KinomeNetX
5741,7917,instruct|APID|biogrid|HINT-binary|intact|pina
338,64805,bioplex|HIPPIE
6667,126074,encode
2099,50943,signalink
1355,5928,APID|intact
1831,8848,bioplex|HIPPIE
4201,5885,CoFrac
7681,51061,intact|hiunion
6925,83938,encode
6772,7161,innatedb
10175,51614,intact|hiunion
3069,7520,inweb
2113,6672,instruct|APID|HIPPIE|HINT-binary|intact|inweb|pina|HINT-complex
7316,9837,inweb
23085,54438,bioplex|HIPPIE
3727,144501,encode
2247,3728,signalink
3185,163154,hiunion
80196,80311,bioplex
1021,5315,PhosphoSP
1586,1586,HINT-binary|instruct
6606,7917,HIPPIE|biogrid
1385,6348,innatedb
57666,84333,HIPPIE|HINT-complex
1050,7343,inweb
9324,79680,encode
6449,51060,instruct|hiunion|APID|biogrid|HINT-binary|intact
2122,5928,interactome3d|instruct|innatedb|HINT-binary|intact|mint|HINT-complex
5910,5979,signalink
2972,23753,encode
80007,121441,qubic|bioplex|HIPPIE
4707,56928,bioplex
79759,126375,hiunion
1762,7415,signalink
10253,23624,signalink|HIPPIE
1499,7295,signalink
10640,84062,bioplex|HIPPIE
10980,317719,bioplex
1355,23193,APID|intact
7368,10345,bioplex
9837,54962,bioplex|HIPPIE
3799,6616,APID|litbm17|biogrid|inweb
10569,54904,instruct|APID|biogrid|HINT-binary|intact|mint|litbm17
3801,55165,instruct|hiunion|APID|biogrid|HINT-binary|intact
2064,6714,PhosphoSP|HIPPIE|HINT-binary|inweb|HINT-complex
7321,7726,instruct|APID|biogrid|HINT-binary|intact|pina
10884,54148,inweb|bioplex|HIPPIE
1958,7342,innatedb
4904,26986,inweb
10169,55603,hiunion
1487,55120,APID|biogrid
6135,6231,HINT-binary|HIPPIE|CoFrac
10249,101060226,hiunion
10458,57142,APID|intact|biogrid
8899,9343,HIPPIE|CoFrac
10808,63982,qubic
360,342900,intact|hiunion
9855,55421,bioplex
64754,440093,instruct|APID|biogrid|mint|intact|pina
3960,54971,hiunion
991,26271,instruct|HIPPIE|HINT-binary|inweb|HINT-complex
1742,2891,inweb
10009,140838,encode
23180,284427,bioplex|HIPPIE
1639,79139,qubic
5079,113251,intact|hiunion
3598,29880,bioplex
545,26574,inweb
8831,11043,intact|hiunion
1289,2335,intact
51073,64983,inweb|bioplex|HIPPIE
7185,64396,instruct|APID|biogrid|HINT-binary|intact
6696,23413,intact|hiunion
7812,51428,qubic
944,1947,bioplex
3208,114898,intact|hiunion
801,805,HIPPIE
7032,7032,HIPPIE
81851,353131,intact|hiunion
6141,51650,bioplex
1058,1874,encode
10252,10253,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|inweb
8841,22900,bioplex|HIPPIE
5034,345557,intact|hiunion
8727,51176,innatedb
351,65265,HIPPIE|HINT-complex
498,9793,qubic
3838,10540,instruct|APID|biogrid|intact|pina
6709,9666,intact
6187,25983,bioplex|HIPPIE
2896,26112,bioplex
78988,124995,interactome3d|bioplex
3178,84844,CoFrac
1643,54532,APID|biogrid|litbm17|inweb|pina
4771,94015,biogrid
51133,55262,bioplex
292,6124,CoFrac
10865,100288695,hiunion
3516,30009,innatedb
1654,3106,interactome3d|instruct
3172,4609,inweb
1051,22803,encode
3358,78987,mint|intact
1107,4097,instruct|APID|biogrid|HINT-binary|intact|pina
5817,201633,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|insider|litbm17|pina|HINT-complex
3881,57647,APID|biogrid|instruct
5595,9181,PhosphoSP|KinomeNetX
10342,54344,qubic
11335,85456,CoFrac
498,120892,inweb
2553,6629,instruct|hiunion|APID|biogrid|HINT-binary|intact
7597,138199,bioplex|HIPPIE
6688,64135,encode
29966,84233,qubic
1810,10474,inweb|bioplex|HIPPIE|HINT-complex
4142,6687,bioplex
3736,144110,intact|hiunion
7376,7874,CoFrac
10403,171484,hiunion
2033,6773,innatedb|inweb|HIPPIE|HINT-complex
84445,84528,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
801,4760,HIPPIE
2113,84940,signalink
85291,130560,APID|biogrid|instruct|hiunion
83899,440050,intact|hiunion
4607,6840,APID|intact|inweb
9861,29979,instruct|hiunion|APID|biogrid|HINT-binary|intact
5339,170960,intact
9172,27063,APID|intact|instruct
467,150223,encode
5902,10059,APID|intact
56342,60488,bioplex
6137,80321,instruct|hiunion|APID|biogrid|HINT-binary|intact
51075,57228,intact|hiunion
26121,123722,intact|hiunion
2923,9373,inweb
4882,54862,KinomeNetX
6143,6188,HINT-binary|CoFrac
7528,23381,encode
1452,3148,HIPPIE
7841,23515,qubic
9219,23414,inweb
1639,1780,instruct|APID|biogrid|HIPPIE|intact|mint|litbm17|inweb|pina
4087,5714,instruct|APID|biogrid|mint|intact|pina
1994,23358,qubic
2027,6188,pina
10799,83608,bioplex
4110,25828,instruct|hiunion|APID|biogrid|HINT-binary
5357,5631,bioplex|HIPPIE
55588,80306,HINT-binary|inweb|HIPPIE|HINT-complex
115265,126382,intact|hiunion
51439,80762,bioplex
27347,65125,PhosphoSP|KinomeNetX
5599,55576,inweb
8548,286827,intact|hiunion
4163,55272,intact|hiunion
4878,55471,bioplex
10664,55924,encode
83878,91661,instruct|hiunion|APID|biogrid|HINT-binary|intact
6193,85437,bioplex
23218,85440,APID|intact
5153,25913,instruct|APID|biogrid|HINT-binary|intact|pina
8036,23112,qubic
5578,5879,HIPPIE
392,2551,encode
1869,6744,encode
1287,7809,hiunion
7316,9252,inweb
30011,150709,signalink
2002,3065,inweb
6498,51588,instruct|APID|biogrid|mint|intact|pina
4149,26574,encode
10342,25836,qubic
5660,157285,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
5435,257177,innatedb
55722,146542,biogrid|hiunion
1019,94097,signalink
9277,10574,bioplex
7319,23352,instruct|APID|HIPPIE|intact|litbm17|inweb|pina
6191,6203,HINT-binary|interactome3d|inweb|HIPPIE
3304,7157,instruct|APID|HIPPIE|inweb|HINT-complex
1284,5351,bioplex
10544,375519,bioplex
84708,150084,APID|biogrid|inweb
6142,25871,bioplex
10728,23770,HINT-binary
170392,337880,intact|hiunion
2125,23603,intact
85364,140564,bioplex
5575,29115,intact|hiunion
2099,3181,HIPPIE
2101,7136,instruct|hiunion|APID|biogrid|pina
2556,23505,bioplex
9775,55237,intact|hiunion
1896,5350,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
79913,283899,qubic|HIPPIE|HINT-binary|inweb|HINT-complex
973,221938,hiunion
10975,80142,CoFrac
6130,6872,encode
55600,55600,interactome3d|instruct|HIPPIE|HINT-binary|intact|insider
770,6901,bioplex|HIPPIE
64221,84708,instruct|hiunion|APID|biogrid|HINT-binary
9382,84342,HINT-binary|HIPPIE|CoFrac|instruct
7329,9611,inweb
830,23325,bioplex|HIPPIE
57172,57172,insider|instruct
5607,8463,biogrid
7741,386672,instruct|hiunion|APID|biogrid|HINT-binary|intact
1642,29115,CoFrac
4345,131450,instruct|APID|intact|litbm17|inweb|HINT-complex
60,25941,bioplex
11284,58529,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
808,8826,HINT-binary|HIPPIE|HINT-complex
10956,133418,bioplex
638,84065,intact|hiunion
10180,10535,qubic
3135,112268354,innatedb
54780,81557,pina
6640,10712,innatedb
6272,81846,qubic
94107,345275,hiunion
4670,10537,HIPPIE
5906,51474,qubic
7189,9253,APID|biogrid|HIPPIE|intact|litbm17|inweb|pina|HINT-complex
4869,10971,HIPPIE|HINT-complex
6950,10971,innatedb
7536,84612,qubic
7745,9045,bioplex|HIPPIE
7428,22948,inweb|HIPPIE|HINT-complex
5863,386681,intact|hiunion
55814,60509,encode
6696,64418,pina|APID|biogrid
338,5696,pina
2113,8928,signalink
1997,6223,encode
2767,55362,qubic
10769,129685,bioplex|HIPPIE
444,444,instruct
2564,3145,bioplex|HIPPIE
1072,54922,intact
5595,55156,signalink
8678,10664,encode
6585,337959,intact|hiunion
1948,2048,bioplex|inweb|HINT-complex
4609,8467,HIPPIE|HINT-complex
1857,146310,intact|hiunion
51184,81488,bioplex|HIPPIE
2306,5450,intact|hiunion
4591,10664,encode
6386,83895,intact|hiunion
11066,102724594,hiunion
6130,84067,intact
163154,402682,hiunion
5245,7112,qubic
10207,219681,signalink
84078,129285,bioplex
4860,84060,instruct|APID|biogrid|HINT-binary|intact|pina
84912,339302,intact|hiunion
4163,7584,intact|hiunion
6856,10105,intact|hiunion
3551,10133,PhosphoSP
8836,54557,intact|hiunion
81555,285282,qubic
6917,115265,intact
7428,9821,pina|APID|biogrid
6921,10489,innatedb|inweb|HIPPIE
9659,57639,instruct|hiunion|APID|biogrid|intact
10838,90933,intact|hiunion
10573,29093,inweb
5902,57020,qubic
7316,10209,inweb
4880,10664,encode
10865,348093,intact|hiunion
2303,5300,inweb
2551,124641,encode
1543,94056,bioplex
3727,5105,encode
23237,63898,intact|hiunion
3676,27163,bioplex|HIPPIE
1020,11331,KinomeNetX
8784,8995,APID|HIPPIE|HINT-binary|intact|litbm17
9209,29766,qubic|bioplex
5894,157310,inweb|HIPPIE|HINT-complex
5468,7421,inweb
116461,388324,intact|hiunion
5997,93611,inweb
23421,114327,intact|hiunion
10537,27044,HIPPIE
841,58484,innatedb|inweb|HIPPIE|HINT-complex
4192,7846,inweb
10492,339230,bioplex
4627,8766,CoFrac
7329,387893,APID|biogrid|litbm17|inweb|pina
182,11187,signalink
2683,9466,bioplex
90196,153579,intact|hiunion
1021,4869,PhosphoSP|KinomeNetX
9586,10253,instruct|hiunion|APID|biogrid|HINT-binary
4007,9260,bioplex
10273,375607,bioplex
3621,5079,encode
3066,333929,inweb
6777,8503,intact|hiunion
6835,84864,bioplex|HIPPIE
3553,3556,interactome3d|instruct|innatedb|APID|signalink|HIPPIE|HINT-binary|intact|inweb
4591,53347,instruct|hiunion|APID|biogrid|HINT-binary|intact
9204,9457,bioplex|HIPPIE
8936,55845,interactome3d|instruct|HIPPIE|HINT-binary|insider|inweb|HINT-complex
9308,9308,interactome3d|instruct
5027,388677,intact|hiunion
84281,401541,intact|hiunion
8677,124739,qubic
4172,5471,CoFrac
79863,643008,intact|hiunion
408,11187,signalink
2668,25852,bioplex|HIPPIE
2158,56983,bioplex
1950,150709,signalink
4627,11030,qubic
3326,84108,pina|APID|intact|instruct
4601,386680,instruct|hiunion|APID|biogrid|HINT-binary
23532,23532,HIPPIE|HINT-complex
3881,83878,instruct|hiunion|APID|biogrid|HINT-binary|intact
8766,118813,pina|inweb
5591,9025,intact
2873,6500,inweb
3676,3964,innatedb|HIPPIE|inweb|bioplex|HINT-complex
166,8241,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact
7341,85302,instruct|hiunion|APID|biogrid|HINT-binary
3281,6238,CoFrac
23624,26524,biogrid
4149,11234,encode
6721,692057,encode
4223,387032,hiunion
3728,7043,signalink
79065,131601,bioplex
5284,79981,bioplex
25994,57222,CoFrac
7329,90678,hiunion
5876,79979,bioplex|HIPPIE
30014,728712,bioplex
2801,6631,instruct|hiunion|APID|biogrid|HINT-binary|intact
6637,11017,bioplex
5515,7314,innatedb
63932,132954,APID|biogrid|instruct|hiunion
29997,84248,bioplex
7507,7508,inweb
1019,5601,PhosphoSP
6168,7175,CoFrac
9704,149371,CoFrac
10980,55512,APID|intact|instruct
26330,29896,bioplex|HIPPIE
5883,83695,inweb
3725,283431,encode
6050,10165,inweb
1025,84126,inweb
3066,3091,instruct|APID|HIPPIE|intact|litbm17|inweb|HINT-complex
81853,155465,intact|hiunion
64061,147807,intact|hiunion
3934,84996,intact
2908,64855,encode
23102,84557,pina
1687,6327,bioplex|HIPPIE
1641,10181,biogrid
2005,92342,encode
10174,387755,intact|hiunion
4738,50813,innatedb|inweb|HIPPIE
56063,57228,intact|hiunion
3357,56994,mint|intact
1432,5979,PhosphoSP|KinomeNetX
945,81793,APID|intact
3054,10910,instruct
1350,266740,hiunion
545,10075,PhosphoSP|KinomeNetX
2,2639,instruct|APID|biogrid|HINT-binary|intact
785,4130,APID|intact|inweb
3309,55324,qubic
6176,6908,encode
7168,8517,bioplex|HIPPIE
4690,10787,instruct|APID|HIPPIE|HINT-binary|pina
83899,353132,instruct|hiunion|APID|biogrid|HINT-binary|intact
9774,150223,encode
7388,147912,encode
2033,9609,encode
8353,9129,HIPPIE
6628,91544,hiunion
207,4869,innatedb|inweb
23234,23512,innatedb
54682,55366,bioplex
26003,51668,intact|hiunion
2634,23542,instruct|APID|biogrid|mint|intact|pina
3309,6176,CoFrac
5125,389136,hiunion
6041,6938,instruct|hiunion|APID|biogrid|HINT-binary
6880,6908,HIPPIE|HINT-binary|inweb|CoFrac|HINT-complex
5966,85280,instruct|hiunion|APID|biogrid|HINT-binary|intact
11198,56916,HIPPIE
51512,112268437,qubic
3480,4734,inweb|signalink|HIPPIE|HINT-complex
3799,348995,bioplex|HIPPIE
2783,54331,inweb|HIPPIE|HINT-complex
51075,55092,intact|hiunion
3895,9791,qubic
54870,149563,intact|hiunion
815,3269,PhosphoSP|KinomeNetX
4522,79026,intact
1488,10783,hiunion
566,55914,bioplex|HIPPIE
6137,139422,bioplex
9817,23294,hiunion
2782,7412,instruct|APID|HINT-binary|intact|litbm17
1163,9792,intact|hiunion
351,22883,pina|inweb|HIPPIE|HINT-complex
6925,84909,encode
5780,255043,intact|hiunion
23001,23710,APID|mint|intact|litbm17|inweb
4700,9218,qubic
2740,5869,biogrid
7718,51224,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
672,283989,APID|biogrid
2959,2968,encode|inweb
5104,10424,intact
2091,7412,APID|intact|litbm17|HIPPIE
5163,8050,inweb|bioplex|HIPPIE|HINT-complex
2188,4140,HINT-binary|APID|intact|instruct
3312,57805,instruct|APID|biogrid|HIPPIE|intact|mint|litbm17|bioplex
5692,9491,inweb|bioplex|HIPPIE
1642,2475,inweb
8315,81626,APID|intact|biogrid
8260,25957,qubic
27249,374291,bioplex
3884,4342,intact|hiunion
3184,4691,inweb
1667,3913,bioplex
10919,81926,instruct|hiunion|APID|biogrid|intact|mint|pina
2,5806,bioplex
1912,84733,inweb|HIPPIE|HINT-complex
948,7099,innatedb
26063,51474,qubic
3043,144195,bioplex
2059,29119,instruct|APID|biogrid|intact|pina
5021,7102,mint|intact
3008,85437,bioplex
5594,57521,PhosphoSP|HIPPIE|KinomeNetX|HINT-binary|inweb
337967,348093,intact|hiunion
2113,6452,signalink
10051,10051,qubic
3065,5204,pina|inweb|HIPPIE|HINT-complex
5978,129521,encode
3575,22919,innatedb
4670,8525,intact
6597,26800,encode
6737,84557,HIPPIE
20,81562,bioplex
2908,80344,encode
1003,4430,bioplex
8399,22925,HIPPIE
527,56616,hiunion
558,8440,innatedb|APID|inweb
2976,9328,qubic|HIPPIE|HINT-binary|inweb|CoFrac|HINT-complex
4291,10681,APID|intact|instruct
4163,10524,intact|hiunion
10363,541468,intact|hiunion
5601,84456,instruct|hiunion|APID|biogrid|HINT-binary|intact
9440,84246,instruct|APID|HIPPIE|HINT-binary|intact|inweb|HINT-complex
7545,79153,bioplex
1211,7266,qubic
79959,347918,biogrid
22983,22983,interactome3d|insider
6202,90480,bioplex|HIPPIE
6130,6139,CoFrac
5594,5888,KinomeNetX
1874,64750,signalink
10376,84790,qubic|HIPPIE|HINT-binary|inweb|bioplex|CoFrac
2099,7070,encode
6668,152687,encode
3326,5609,pina|APID|intact|instruct
7528,80199,encode
672,55291,HIPPIE|HINT-complex
85376,117144,instruct|APID|biogrid|HINT-binary|intact
498,7534,inweb|HIPPIE|HINT-complex
3066,23759,encode
331,9131,inweb|HIPPIE
26,8928,intact|hiunion
5594,8061,encode
10551,26505,intact|hiunion
100653049,107987457,hiunion
5284,6352,innatedb
5516,7314,innatedb
1667,1690,bioplex
25970,83737,signalink
3055,8689,hiunion
10664,253959,encode
7083,80128,instruct|APID|biogrid|mint|intact|pina
3608,6430,CoFrac
4800,152687,encode
5428,6390,bioplex
7267,7273,APID|intact|instruct
5465,29982,APID|biogrid|HIPPIE|inweb|pina
6774,55328,innatedb|inweb
6925,8835,encode
117144,353140,intact|hiunion
8398,23623,intact|hiunion
23541,26046,qubic
4001,57821,intact
672,58529,APID|biogrid
8726,27340,innatedb
1191,80254,intact
3178,3183,instruct|qubic|HIPPIE|HINT-binary|intact|inweb|HINT-complex
165140,100137047,intact|hiunion
6934,7090,inweb
2551,339230,encode
6774,8503,instruct|APID|biogrid|HINT-binary|intact|litbm17
85378,440145,qubic|bioplex|HIPPIE|HINT-complex
85365,137492,inweb
3358,116151,bioplex
4040,10880,signalink
5080,5116,qubic
4356,53339,intact|hiunion
87,9618,inweb
1500,3656,signalink
7533,340527,intact
351,847,innatedb|APID|HIPPIE|intact|litbm17|inweb|pina
10015,55165,interactome3d|instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|insider|litbm17|inweb|mint|pina|HINT-complex
6817,283150,bioplex|HIPPIE
2768,64283,inweb
7168,85439,qubic
581,1879,encode
6248,51691,instruct|APID|biogrid|intact|pina
84445,84707,instruct|hiunion|APID|biogrid|HINT-binary|intact
10240,29080,bioplex
11072,83852,bioplex
27086,116113,instruct|inweb|HIPPIE|HINT-complex
2113,85028,encode
57120,57715,hiunion|APID|biogrid|HINT-binary|intact
28620,55791,biogrid
1398,2064,instruct|APID|signalink|mint|intact|pina
51297,55731,intact|hiunion
629,89970,bioplex
56897,57122,inweb
9939,9939,qubic|innatedb
10385,89885,instruct|hiunion|APID|biogrid|HINT-binary|intact
4790,51554,innatedb
8227,26057,bioplex
8454,115290,inweb|bioplex|HIPPIE|HINT-complex
55466,55466,APID|intact|instruct
7508,8353,HIPPIE
54903,644591,bioplex
5947,118424,intact|hiunion
1182,8349,intact
3326,9532,qubic
28965,59271,bioplex|HIPPIE
2735,287015,instruct|hiunion|APID|biogrid|HINT-binary|intact
2091,6187,CoFrac
1778,9361,CoFrac
4988,9936,hiunion
90993,169026,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
4066,10973,innatedb
5781,5781,interactome3d|instruct|APID|biogrid|HINT-binary|insider
3895,60481,qubic
88,51125,APID|intact|biogrid
3594,10628,bioplex|HIPPIE
4090,51126,CoFrac
27020,127343,intact
5435,54623,inweb
1938,6144,CoFrac
9788,9788,APID|intact|HIPPIE
778,57010,APID|HIPPIE|intact|litbm17|inweb
6493,63943,APID|intact|instruct
2029,10248,bioplex
5780,7809,intact|hiunion
5591,9459,inweb
1026,56658,inweb
5439,26015,inweb|HIPPIE
6714,445815,pina|APID|intact|instruct
10855,79137,qubic
316,316,interactome3d|intact
2665,5861,HINT-binary|bioplex|CoFrac|HINT-complex
845,8349,intact
1045,1080,innatedb
22858,57521,PhosphoSP|inweb|KinomeNetX
114548,114548,instruct|qubic|innatedb|APID|HIPPIE|HINT-binary|intact|insider
56252,283208,bioplex
1198,3141,KinomeNetX
2353,729467,encode
162,164,instruct|APID|biogrid|HINT-binary|inweb|CoFrac|HINT-complex
6996,8626,biogrid
1875,26088,bioplex
5888,9100,instruct|APID|biogrid|HINT-binary|intact|mint
7391,54813,encode
688,1030,innatedb
5518,5597,instruct|APID|biogrid|mint|intact|pina
9570,59353,intact|hiunion
7545,259234,intact
2113,201595,signalink
5276,29979,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|inweb|pina
883,24149,bioplex
6203,6232,HINT-binary|HIPPIE
5781,57664,APID|biogrid
2879,5603,instruct|APID|biogrid|HINT-binary|intact
55536,84988,intact|hiunion
9695,119180,bioplex
